participant_id,age,gender,specialization,experiment_started_at,started_at,submitted_at,displayed_at_client_ms,submitted_at_client_ms,task_order_position,task_id,question_id,task_family,gestalt_principle,visualization_type,question_type,question_text,options_shown,correct_answer,selected_answer,is_correct,reaction_time_sec,chart_count,ease_rating,confidence,parent_task_id,panel_id,panel_label,panel_order,panel_selected_answer,panel_is_correct,panel_reaction_time_sec,panel_submitted_at,panel_displayed_at_client_ms,session_id
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:52:35.224,2026-03-16 11:52:37.003,1773643955225,1773643957003,3,CLO_01,Q_CLO_01,NA,Closure,Scatterplot + Bar chart + Treemap,I. Group perception based on closure,Қай визуализация топтық құрылымды тұйық біртұтас ретінде ең оңай қабылдауға мүмкіндік береді?,Нүктелік диаграмма | Бағанды диаграмма | Ағаш картасы,Ағаш картасы,Бағанды диаграмма,FALSE,1.778,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:52:37.483,2026-03-16 11:52:38.858,1773643957483,1773643958858,4,PROX_03,Q_PROX_03,NA,Proximity,Heatmap,G. Determining a range,Орталық кластердегі мәндердің көбі қай аралыққа жатады?,10-20 | 20-30 | 30-40 | 40-50,40-50,40-50,TRUE,1.375,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:52:39.217,2026-03-16 11:52:40.523,1773643959217,1773643960523,5,PROX_05,Q_PROX_05,NA,Proximity,Bubble chart,B. Finding the minimum value,Сол жақ кластер ішіндегі ең кішкентай белгіленген көпіршік қайсысы?,A | B | C | D,C,B,FALSE,1.306,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:52:40.944,2026-03-16 11:52:42.121,1773643960945,1773643962122,6,PROX_04,Q_PROX_04,NA,Proximity,Bar chart,I. Group perception based on proximity,Қай санаттар арақашықтығына байланысты бір топқа жататын сияқты көрінеді?,A және B | B және C | C және D | D және E,C және D,A және B,FALSE,1.177,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:52:42.509,2026-03-16 11:52:44.226,1773643962509,1773643964227,7,SYM_04,Q_SYM_04,NA,Symmetry,Bubble chart,D. Estimating the difference,Орталық көпіршік x = -1 және x = 1 нүктелеріндегі көпіршіктерден шамамен қаншаға үлкен?,4 | 6 | 8 | 10,8,6,FALSE,1.718,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:52:44.628,2026-03-16 11:52:45.923,1773643964628,1773643965923,8,SIM_03,Q_SIM_03,NA,Similarity,Bar chart,A. Finding the maximum value,Көк бағандардың ішінде ең үлкен мән қай санатта?,A | B | C | E,C,C,TRUE,1.295,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:52:46.506,2026-03-16 11:52:47.732,1773643966507,1773643967732,9,CLO_04,Q_CLO_04,NA,Closure,Bar chart,I. Group perception based on closure,Қай санаттар жұбы біртұтас бірлік ретінде ең оңай қабылданады?,A және B | B және C | C және D | D және E,A және B,B және C,FALSE,1.225,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:52:48.107,2026-03-16 11:52:49.122,1773643968107,1773643969123,10,PROX_01,Q_PROX_01,NA,Proximity,Scatterplot,I. Group perception based on proximity,Неше топ көріп тұрсыз?,3 | 4 | 5 | 6,4,6,FALSE,1.016,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:52:49.609,2026-03-16 11:52:50.786,1773643969610,1773643970786,11,SYM_03,Q_SYM_03,NA,Symmetry,Bar chart,H. Detecting similar values,Симметрияға байланысты қай шеткі санаттар жұбының биіктігі бірдей?,A және E | A және B | B және C | C және E,A және E,A және B,FALSE,1.176,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:52:51.167,2026-03-16 11:52:52.322,1773643971167,1773643972323,12,CONT_05,Q_CONT_05,NA,Continuity,Line chart,E. Ranking,Қай реттілік үздіксіз үрдістің соңғы үш нүктесін үлкеннен кішіге дұрыс орналастырады?,6 > 5 > 4 | 4 > 5 > 6 | 5 > 6 > 4 | 6 > 4 > 5,6 > 5 > 4,5 > 6 > 4,FALSE,1.156,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:52:52.681,2026-03-16 11:52:53.802,1773643972682,1773643973803,13,SIM_01,Q_SIM_01,NA,Similarity,Scatterplot,J. Subjective organization and trend perception,Бұл нүктелерді топтастырудағы басым белгі қандай?,Түс | Орналасу | Өлшем | Айқын белгі жоқ,Түс,Айқын белгі жоқ,FALSE,1.121,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:52:54.4,2026-03-16 11:52:55.387,1773643974400,1773643975387,14,CONT_02,Q_CONT_02,NA,Continuity,Scatterplot,J. Subjective organization and trend perception,Белгіленген қай топ бір үздіксіз жолмен жүреді?,A тобы | B тобы | C тобы | Топтардың ешқайсысы,B тобы,B тобы,TRUE,0.987,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:52:55.944,2026-03-16 11:52:57.259,1773643975944,1773643977259,15,SYM_01,Q_SYM_01,NA,Symmetry,Scatterplot,J. Subjective organization and trend perception,Қай үлгі тұрақтырақ және симметриялырақ көрінеді?,A үлгісі | B үлгісі | Екі үлгі де | Екеуі де емес,A үлгісі,A үлгісі,TRUE,1.315,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:52:57.687,2026-03-16 11:52:59.203,1773643977688,1773643979203,16,SIM_02,Q_SIM_02,NA,Similarity,Bubble chart,I. Group perception based on similarity,Ұқсастыққа сүйеніп неше топты қабылдайсыз?,2 | 3 | 4 | 5,3,3,TRUE,1.515,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:52:59.706,2026-03-16 11:53:00.786,1773643979706,1773643980787,17,CONT_03,Q_CONT_03,NA,Continuity,Line chart,F. Detecting anomaly or outlier,Жалпы үздіксіз үлгіні айқын бұзатын нүкте бар ма?,"Жоқ | Иә, A сериясында | Иә, B сериясында | Иә, екі серияда да","Иә, B сериясында","Иә, A сериясында",FALSE,1.081,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:53:01.131,2026-03-16 11:53:02.091,1773643981131,1773643982091,18,CONT_04,Q_CONT_04,NA,Continuity,Heatmap,J. Subjective organization and trend perception,Қай жолды бір үздіксіз жолақ ретінде ең оңай қадағалауға болады?,Негізгі диагональ | Сыртқы жиек | Ортаңғы баған | Кездейсоқ бөліктер,Негізгі диагональ,Сыртқы жиек,FALSE,0.96,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:53:02.523,2026-03-16 11:53:03.499,1773643982524,1773643983499,19,SYM_02,Q_SYM_02,NA,Symmetry,Heatmap,J. Subjective organization and trend perception,Түс матрицасы негізгі диагональ бойынша симметриялы ма?,Иә | Жоқ | Тек ортасына қатысты | Анықтау қиын,Иә,Тек ортасына қатысты,FALSE,0.974,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:53:03.869,2026-03-16 11:53:04.867,1773643983870,1773643984867,20,CLO_05,Q_CLO_05,NA,Closure,Bubble chart,I. Group perception based on closure,"Бос жерлерге қарамастан, неше тұтас құрылымды қабылдайсыз?",1 | 2 | 3 | Ешқайсысы,2,3,FALSE,0.997,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:53:05.355,2026-03-16 11:53:06.625,1773643985355,1773643986626,21,CONT_01,Q_CONT_01,NA,Continuity,Line chart,J. Subjective organization and trend perception,Қай тізбек бір үздіксіз үрдіс ретінде қабылданады?,Көк тізбек | Қызғылт сары тізбек | Екі тізбек те | Ешқайсысы,Көк тізбек,Қызғылт сары тізбек,FALSE,1.271,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:53:07.121,2026-03-16 11:53:08.579,1773643987121,1773643988580,22,CLO_03,Q_CLO_03,NA,Closure,Scatterplot,J. Subjective organization and structure perception,Белгіленген нүктелердің қай жиыны ең тұтас пішін ретінде қабылданады?,A тобы | B тобы | C тобы | Ешқайсысы,B тобы,A тобы,FALSE,1.458,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:53:08.966,2026-03-16 11:53:10.298,1773643988966,1773643990298,23,PROX_02,Q_PROX_02,NA,Proximity,Bubble chart,F. Detecting anomaly or outlier,Қай кластер басқаларынан ең анық бөлінген?,Жоғарғы оң жақтағы кластер | Орталық кластер | Төменгі сол жақтағы кластер | Төменгі оң жақтағы кластер,Жоғарғы оң жақтағы кластер,Орталық кластер,FALSE,1.332,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:53:10.676,2026-03-16 11:53:11.746,1773643990676,1773643991747,24,SIM_04,Q_SIM_04,NA,Similarity,Heatmap,H. Detecting similar values,Қай екі жолдағы мәндер үлгісі ең ұқсас?,R1 және R2 | R2 және R3 | R3 және R5 | R4 және R5,R2 және R3,R3 және R5,FALSE,1.071,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
50,27,Ер,Архитектор,2026-03-16 11:52:29.452,2026-03-16 11:53:12.23,2026-03-16 11:53:13.387,1773643992230,1773643993387,25,CLO_02,Q_CLO_02,NA,Closure,Treemap,I. Group perception based on closure,Ағаш картасында неше логикалық топ көріп тұрсыз?,2 | 3 | 4 | 5,3,4,FALSE,1.158,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a2288810aa28bbf7b56738aec657e35_20260316115229.452
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-16 23:56:39.278,2026-03-16 23:56:45.68,1773687399278,1773687405680,1,CONT_05,Q_CONT_05,NA,Continuity,Line chart,B. Minimum,Қай аймақта соңғы мән төмен?,Орталық | Шығыс | Оңтүстік | Батыс,Оңтүстік,Батыс,FALSE,6.402,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-16 23:56:47.459,2026-03-16 23:57:08.726,1773687407459,1773687428727,2,PROX_03,Q_PROX_03,NA,Proximity,Bar chart,B. Minimum,Қай кіші санат төмен?,Үстелдер | Жабдық машиналары | Жабдықтар | Бекіткіштер,Үстелдер,Бекіткіштер,FALSE,21.268,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-16 23:57:09.403,2026-03-16 23:57:17.687,1773687429403,1773687437688,3,CONT_04,Q_CONT_04,NA,Continuity,Line chart,E. Ranking,Қай аймақта шек жоғары?,Орталық | Шығыс | Оңтүстік | Батыс,Батыс,Батыс,TRUE,8.285,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-16 23:57:18.184,2026-03-16 23:57:28.839,1773687438185,1773687448840,4,SIM_03,Q_SIM_03,NA,Similarity,Bar chart,B. Minimum,Қай санат төмен?,Кеңсе тауарлары | Жиһаз | Технология,Кеңсе тауарлары,Технология,FALSE,10.655,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-16 23:57:29.296,2026-03-16 23:57:38.575,1773687449296,1773687458576,5,SIM_04,Q_SIM_04,NA,Similarity,Scatterplot,F. Outlier,Қай белгіде пайда жоғары?,Көшірме құрылғылары | Телефондар | Аксессуарлар | Бумажкалар,Көшірме құрылғылары,Көшірме құрылғылары,TRUE,9.28,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-16 23:57:39.032,2026-03-16 23:57:43.072,1773687459032,1773687463072,6,CONT_03,Q_CONT_03,NA,Continuity,Line chart,A. Maximum,Қай ай жоғары?,Жел 2023 | Қар 2023 | Қаз 2023 | Қыр 2023,Жел 2023,Жел 2023,TRUE,4.04,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-16 23:57:43.584,2026-03-16 23:58:03.96,1773687463584,1773687483960,7,CONT_02,Q_CONT_02,NA,Continuity,Line chart,B. Minimum,Қай ай төмен?,Қар 2023 | Шіл 2023 | Қаз 2023 | Қыр 2023,Қар 2023,Қар 2023,TRUE,20.377,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-16 23:58:04.424,2026-03-16 23:58:13.214,1773687484425,1773687493215,8,PROX_02,Q_PROX_02,NA,Proximity,Bar chart,B. Minimum,Қай аймақ төмен?,Оңтүстік | Орталық | Шығыс | Батыс,Оңтүстік,Оңтүстік,TRUE,8.79,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-16 23:58:13.552,2026-03-16 23:58:18.696,1773687493553,1773687498696,9,CLO_05,Q_CLO_05,NA,Closure,Line chart,A. Maximum,Қай ай жоғары?,Жел 2023 | Қар 2023 | Сәу 2023 | Нау 2023,Жел 2023,Жел 2023,TRUE,5.143,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-16 23:58:19.177,2026-03-16 23:58:26.151,1773687499177,1773687506152,10,SYM_05,Q_SYM_05,NA,Symmetry,Heatmap,C. Comparison,Қай ұяшық жоғары?,Батыс / Тұтынушы | Батыс / Корпоративтік | Шығыс / Тұтынушы | Шығыс / Корпоративтік,Батыс / Тұтынушы,Батыс / Тұтынушы,TRUE,6.975,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-16 23:58:27.118,2026-03-17 00:02:30.736,1773687507118,1773687750736,11,CONT_01,Q_CONT_01,NA,Continuity,Comparison grid,J. Trend,Қай нұсқада үрдісті көру жеңілірек?,A | B | C,A,C,FALSE,243.618,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-17 00:02:31.079,2026-03-17 00:02:38.903,1773687751080,1773687758903,12,SYM_02,Q_SYM_02,NA,Symmetry,Bar chart,A. Maximum,Қай санат жоғары?,Технология | Кеңсе тауарлары | Жиһаз,Технология,Технология,TRUE,7.822,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-17 00:02:39.697,2026-03-17 00:02:46.711,1773687759698,1773687766712,13,CLO_01,Q_CLO_01,NA,Closure,Comparison grid,J. Panel comparison,Қай нұсқада ең жоғары мәнді табу жеңілірек?,A | B | C,A,A,TRUE,7.014,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-17 00:02:47.091,2026-03-17 00:03:14.025,1773687767091,1773687794025,14,PROX_04,Q_PROX_04,NA,Proximity,Heatmap,F. Outlier,Қай ұяшықта шығын бар?,Оңтүстік / Кеңсе тауарлары | Орталық / Кеңсе тауарлары | Оңтүстік / Жиһаз | Орталық / Жиһаз,Оңтүстік / Кеңсе тауарлары,Оңтүстік / Кеңсе тауарлары,TRUE,26.933,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-17 00:03:14.539,2026-03-17 00:03:18.489,1773687794540,1773687798489,15,SIM_02,Q_SIM_02,NA,Similarity,Bar chart,A. Maximum,Қай сегмент жоғары?,Тұтынушы | Корпоративтік | Үй кеңсесі,Тұтынушы,Тұтынушы,TRUE,3.949,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-17 00:03:24.526,2026-03-17 00:03:28.552,1773687804527,1773687808552,16,SYM_03,Q_SYM_03,NA,Symmetry,Treemap,A. Maximum,Қай сегмент үлкен?,Тұтынушы | Корпоративтік | Үй кеңсесі,Үй кеңсесі,Тұтынушы,FALSE,4.026,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-17 00:03:29.196,2026-03-17 00:03:37.249,1773687809196,1773687817249,17,SIM_01,Q_SIM_01,NA,Similarity,Comparison grid,C. Comparison,Қай нұсқада топтарды салыстыру жеңілірек?,A | B | C,A,C,FALSE,8.053,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-17 00:03:37.562,2026-03-17 00:03:42.551,1773687817563,1773687822551,18,CLO_03,Q_CLO_03,NA,Closure,Treemap,A. Maximum,Қай санат үлкен?,Технология | Кеңсе тауарлары | Жиһаз,Технология,Кеңсе тауарлары,FALSE,4.987,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-17 00:03:43.157,2026-03-17 00:03:58.255,1773687823157,1773687838255,19,PROX_01,Q_PROX_01,NA,Proximity,Comparison grid,D. Difference,Қай нұсқада айырмашылық тез байқалады?,A | B | C,A,A,TRUE,15.098,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-17 00:03:59.187,2026-03-17 00:04:01.111,1773687839187,1773687841111,20,SYM_01,Q_SYM_01,NA,Symmetry,Comparison grid,C. Comparison,Қай нұсқада ұяшықтарды салыстыру жеңілірек?,A | B | C,A,B,FALSE,1.924,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-17 00:04:01.447,2026-03-17 00:04:02.655,1773687841447,1773687842656,21,CLO_04,Q_CLO_04,NA,Closure,Heatmap,C. Comparison,Қай ұяшық жоғары?,Батыс / Технология | Батыс / Кеңсе тауарлары | Шығыс / Технология | Шығыс / Кеңсе тауарлары,Батыс / Технология,Батыс / Кеңсе тауарлары,FALSE,1.209,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-17 00:04:02.969,2026-03-17 00:04:04.533,1773687842969,1773687844534,22,SIM_05,Q_SIM_05,NA,Similarity,Heatmap,C. Comparison,Қай ұяшық жоғары?,Технология / Тұтынушы | Кеңсе тауарлары / Тұтынушы | Технология / Корпоративтік | Кеңсе тауарлары / Корпоративтік,Технология / Тұтынушы,Кеңсе тауарлары / Тұтынушы,FALSE,1.565,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-17 00:04:04.854,2026-03-17 00:04:05.983,1773687844854,1773687845983,23,PROX_05,Q_PROX_05,NA,Proximity,Bubble chart,A. Maximum,Қай аймақ жоғары?,Батыс | Шығыс | Орталық | Оңтүстік,Батыс,Орталық,FALSE,1.129,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-17 00:04:06.283,2026-03-17 00:04:07.263,1773687846284,1773687847263,24,CLO_02,Q_CLO_02,NA,Closure,Bar chart,A. Maximum,Қай аймақ жоғары?,Батыс | Шығыс | Орталық | Оңтүстік,Батыс,Оңтүстік,FALSE,0.98,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
20002,18,Ер,NA,2026-03-16 23:56:38.869,2026-03-17 00:04:07.684,2026-03-17 00:04:09.325,1773687847685,1773687849326,25,SYM_04,Q_SYM_04,NA,Symmetry,Line chart,B. Minimum,Қай ай төмен?,Қар 2023 | Шіл 2023 | Қаз 2023 | Қыр 2023,Қар 2023,Қаз 2023,FALSE,1.642,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8899dacfe27557867b4572c48a6de8b6_20260316235638.869
1111,NA,NA,NA,2026-03-17 00:34:22.679,2026-03-17 00:34:22.992,2026-03-17 00:34:26.232,1773689662992,1773689666232,1,CONT_05,Q_CONT_05,NA,Continuity,Line chart,B. Minimum,Қай аймақта соңғы мән төмен?,Орталық | Шығыс | Оңтүстік | Батыс,Оңтүстік,Оңтүстік,TRUE,3.24,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,bc234a95d7cfdbad615e456b4c906abd_20260317003422.679
1111,NA,NA,NA,2026-03-17 00:34:22.679,2026-03-17 00:34:26.721,2026-03-17 00:34:28.494,1773689666722,1773689668495,2,CLO_02,Q_CLO_02,NA,Closure,Bar chart,A. Maximum,Қай аймақ жоғары?,Батыс | Шығыс | Орталық | Оңтүстік,Батыс,Шығыс,FALSE,1.773,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,bc234a95d7cfdbad615e456b4c906abd_20260317003422.679
1111,NA,NA,NA,2026-03-17 00:34:22.679,2026-03-17 00:34:28.99,2026-03-17 00:34:30.517,1773689668991,1773689670518,3,SIM_05,Q_SIM_05,NA,Similarity,Heatmap,C. Comparison,Қай ұяшық жоғары?,Технология / Тұтынушы | Кеңсе тауарлары / Тұтынушы | Технология / Корпоративтік | Кеңсе тауарлары / Корпоративтік,Технология / Тұтынушы,Технология / Корпоративтік,FALSE,1.526,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,bc234a95d7cfdbad615e456b4c906abd_20260317003422.679
1111,NA,NA,NA,2026-03-17 00:34:22.679,2026-03-17 00:34:30.905,2026-03-17 00:34:32.598,1773689670906,1773689672599,4,PROX_03,Q_PROX_03,NA,Proximity,Bar chart,B. Minimum,Қай кіші санат төмен?,Үстелдер | Жабдық машиналары | Жабдықтар | Бекіткіштер,Үстелдер,Жабдық машиналары,FALSE,1.692,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,bc234a95d7cfdbad615e456b4c906abd_20260317003422.679
1111,NA,NA,NA,2026-03-17 00:34:22.679,2026-03-17 00:34:33.009,2026-03-17 00:34:35.246,1773689673010,1773689675246,5,SIM_02,Q_SIM_02,NA,Similarity,Bar chart,A. Maximum,Қай сегмент жоғары?,Тұтынушы | Корпоративтік | Үй кеңсесі,Тұтынушы,Корпоративтік,FALSE,2.237,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,bc234a95d7cfdbad615e456b4c906abd_20260317003422.679
1111,NA,NA,NA,2026-03-17 00:34:22.679,2026-03-17 00:34:36.009,2026-03-17 00:34:37.526,1773689676010,1773689677527,6,CONT_04,Q_CONT_04,NA,Continuity,Line chart,E. Ranking,Қай аймақта шек жоғары?,Орталық | Шығыс | Оңтүстік | Батыс,Батыс,Оңтүстік,FALSE,1.517,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,bc234a95d7cfdbad615e456b4c906abd_20260317003422.679
1111,NA,NA,NA,2026-03-17 00:34:22.679,2026-03-17 00:34:38.167,2026-03-17 00:34:39.157,1773689678167,1773689679158,7,CLO_05,Q_CLO_05,NA,Closure,Line chart,A. Maximum,Қай ай жоғары?,Жел 2023 | Қар 2023 | Сәу 2023 | Нау 2023,Жел 2023,Нау 2023,FALSE,0.991,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,bc234a95d7cfdbad615e456b4c906abd_20260317003422.679
